userAddress,sum(amount),tokenAddress
0x4d03ef005e5f559fc9294a8e1cebba09284b1f82,0.00029944998601649786,0x3636646D5bC3B13cbD5F319B648B360a34c037E0
0x924ef47993be036ebe72be1449d8bef627cd30a2,0.0,0x3636646D5bC3B13cbD5F319B648B360a34c037E0
0x2a468adaa4080f2c2fe29ea1755ce48dbdc0185b,0.0,0x3636646D5bC3B13cbD5F319B648B360a34c037E0
0x6b16d808c4c9055b1d5b121cf100b9126178acb1,0.0,0x3636646D5bC3B13cbD5F319B648B360a34c037E0
0x6cd68e8f04490cd1a5a21cc97cc8bc15b47dc9eb,15.7707,0x3636646D5bC3B13cbD5F319B648B360a34c037E0
0x4b5e43712790de7c8eb1565af482eb848195193b,0.0,0x3636646D5bC3B13cbD5F319B648B360a34c037E0
0x4d03ef005e5f559fc9294a8e1cebba09284b1f82,0.0,0x03F353A86cb4Aa9FF059A68703D012Da3C3FCb68
0x924ef47993be036ebe72be1449d8bef627cd30a2,-1.1368683772161603e-13,0x03F353A86cb4Aa9FF059A68703D012Da3C3FCb68
0x088873f2bf4490e7676536c261d96f47c78df56b,0.0,0x03F353A86cb4Aa9FF059A68703D012Da3C3FCb68
0x1df70766fd4f025597713f2863e34d7d75777967,1.992999999999995,0x03F353A86cb4Aa9FF059A68703D012Da3C3FCb68
0x09549ce242146a2407bbb66b979d64692563bf35,0.0,0x03F353A86cb4Aa9FF059A68703D012Da3C3FCb68
0x00f751780e7399e3053ed118ec6b163986aa1855,0.0,0x03F353A86cb4Aa9FF059A68703D012Da3C3FCb68
0x48d1547832902ec527b17b5765381d36a9399c97,0.0,0x03F353A86cb4Aa9FF059A68703D012Da3C3FCb68
0x4b5e43712790de7c8eb1565af482eb848195193b,0.0,0x03F353A86cb4Aa9FF059A68703D012Da3C3FCb68
0x2a468adaa4080f2c2fe29ea1755ce48dbdc0185b,0.0,0x03F353A86cb4Aa9FF059A68703D012Da3C3FCb68
0x6b16d808c4c9055b1d5b121cf100b9126178acb1,5.684341886080802e-14,0x03F353A86cb4Aa9FF059A68703D012Da3C3FCb68
0xdb6dacb2f48be340ab4fe422f1f7186a4986a2ca,40.0,0x03F353A86cb4Aa9FF059A68703D012Da3C3FCb68
0xb12fa327b0491915dc99f9b9a748cec03497f5cb,0.0,0x03F353A86cb4Aa9FF059A68703D012Da3C3FCb68
0x201a00ca946d9a312902ceee012432a094503084,0.0,0x03F353A86cb4Aa9FF059A68703D012Da3C3FCb68
0x461783a831e6db52d68ba2f3194f6fd1e0087e04,1.8189894035458565e-12,0xa59b7E1C08b95d433f3438741eB8Bf5683ADc4AD
0xd558914fa43581584b460bba220f25175bbcf67a,-1.1368683772161603e-13,0xa59b7E1C08b95d433f3438741eB8Bf5683ADc4AD
0x6eb3f5d9b8f83fef7411709e0dfb42da9d4a85da,2.7409129653432895e-13,0xa59b7E1C08b95d433f3438741eB8Bf5683ADc4AD
0x1df70766fd4f025597713f2863e34d7d75777967,0.0,0xa59b7E1C08b95d433f3438741eB8Bf5683ADc4AD
0xcc976f37b22b67660d78d9ba9157abc2131c6f5d,0.0,0xa59b7E1C08b95d433f3438741eB8Bf5683ADc4AD
0xd76224d26b01e9733a0e67209929b2eadff67d36,1.2988948024789115e-13,0xa59b7E1C08b95d433f3438741eB8Bf5683ADc4AD
0x6395cc6e900b1a29195be284979131e02f831683,173.25,0xa59b7E1C08b95d433f3438741eB8Bf5683ADc4AD
0xd3fd32e76a1ca37ec408aac47776b10fc099f841,299.99999999999994,0xa59b7E1C08b95d433f3438741eB8Bf5683ADc4AD
0x48d1547832902ec527b17b5765381d36a9399c97,0.0,0xa59b7E1C08b95d433f3438741eB8Bf5683ADc4AD
0xe2974ac15aab159db17738b06e1be0d7df72e74e,0.0,0xa59b7E1C08b95d433f3438741eB8Bf5683ADc4AD
0x20f9ddfa193d0fe2f73d8b7d749b1355ef019887,0.0002420729142613709,0xa59b7E1C08b95d433f3438741eB8Bf5683ADc4AD
0x088873f2bf4490e7676536c261d96f47c78df56b,0.0,0xa59b7E1C08b95d433f3438741eB8Bf5683ADc4AD
0xbd1f7d88c76a86c60d41bddd4819fae404e7151e,0.00016835849874041742,0xa59b7E1C08b95d433f3438741eB8Bf5683ADc4AD
0xb345056ecb3a021ad23439bd3cf6a9dc7692ae1d,0.0,0xa59b7E1C08b95d433f3438741eB8Bf5683ADc4AD
0x54edecbf2af3aab2dd62e560e35653f08d5c23b4,0.0,0xa59b7E1C08b95d433f3438741eB8Bf5683ADc4AD
0xb18e3d8e374f2ff5142fa81384e337ebd1a9a9fa,0.0,0xa59b7E1C08b95d433f3438741eB8Bf5683ADc4AD
0x461783a831e6db52d68ba2f3194f6fd1e0087e04,0.0,0xFBf603F49e0FCa690cf2d66ca136cA94Fe7eF6B9
0xd558914fa43581584b460bba220f25175bbcf67a,0.0,0xFBf603F49e0FCa690cf2d66ca136cA94Fe7eF6B9
0x22f9dcf4647084d6c31b2765f6910cd85c178c18,5.684341886080802e-14,0xFBf603F49e0FCa690cf2d66ca136cA94Fe7eF6B9
0xfc29862c02057685f01e134ffe44b7887812381b,0.0,0xFBf603F49e0FCa690cf2d66ca136cA94Fe7eF6B9
0x6eb3f5d9b8f83fef7411709e0dfb42da9d4a85da,1.1368683772161603e-13,0xFBf603F49e0FCa690cf2d66ca136cA94Fe7eF6B9
0x752cdfdffaeebe73bb1388f69f94553ade64c988,0.000499999999995282,0xFBf603F49e0FCa690cf2d66ca136cA94Fe7eF6B9
0xd76224d26b01e9733a0e67209929b2eadff67d36,1.1368683772161603e-13,0xFBf603F49e0FCa690cf2d66ca136cA94Fe7eF6B9
0x63e62588330657c99ba79139e7c21af0c0db1e7e,0.0,0xFBf603F49e0FCa690cf2d66ca136cA94Fe7eF6B9
0x186e20ae3530520c9f3e6c46f2f5d1062b784761,0.0,0xFBf603F49e0FCa690cf2d66ca136cA94Fe7eF6B9
0x09b3ed5392df96c5691a5c3e793acb4dc47d089e,0.0010000000000331966,0xFBf603F49e0FCa690cf2d66ca136cA94Fe7eF6B9
0xd2c734fbd8f5d1c809185e014016dd4097e94711,0.0,0xFBf603F49e0FCa690cf2d66ca136cA94Fe7eF6B9
0x461783a831e6db52d68ba2f3194f6fd1e0087e04,0.0,0x67A8bE2eF66FC1E18911d81A3e5e11fFc23DdE86
0x6eb3f5d9b8f83fef7411709e0dfb42da9d4a85da,0.0,0x67A8bE2eF66FC1E18911d81A3e5e11fFc23DdE86
0x4d03ef005e5f559fc9294a8e1cebba09284b1f82,3.0,0x67A8bE2eF66FC1E18911d81A3e5e11fFc23DdE86
0xd558914fa43581584b460bba220f25175bbcf67a,5.684341886080802e-14,0x67A8bE2eF66FC1E18911d81A3e5e11fFc23DdE86
0x461783a831e6db52d68ba2f3194f6fd1e0087e04,0.0,0x7Eb058182DF7eebd19f60E0e74C19158eD9F5B4b
0x07fdbf729e4d19c71c486c6a840fe919ee0e6219,0.0,0x7Eb058182DF7eebd19f60E0e74C19158eD9F5B4b
0x48d1547832902ec527b17b5765381d36a9399c97,0.0,0x7Eb058182DF7eebd19f60E0e74C19158eD9F5B4b
0xf8e58bb6d7897441c2b39d0fdf4d72a2635d8f0a,0.0,0x7Eb058182DF7eebd19f60E0e74C19158eD9F5B4b
0xd558914fa43581584b460bba220f25175bbcf67a,1.1368683772161603e-13,0x7Eb058182DF7eebd19f60E0e74C19158eD9F5B4b
0x935914ad4a126647af35378384d70c741892a5fa,0.0,0x7Eb058182DF7eebd19f60E0e74C19158eD9F5B4b
0x595f16d20959880bfede2c95adb86762f5d155da,-2.2737367544323206e-13,0x7Eb058182DF7eebd19f60E0e74C19158eD9F5B4b
0x752cdfdffaeebe73bb1388f69f94553ade64c988,0.0,0x7Eb058182DF7eebd19f60E0e74C19158eD9F5B4b
0x6eb3f5d9b8f83fef7411709e0dfb42da9d4a85da,1.1368683772161603e-13,0x7Eb058182DF7eebd19f60E0e74C19158eD9F5B4b
0xd76224d26b01e9733a0e67209929b2eadff67d36,0.0,0x7Eb058182DF7eebd19f60E0e74C19158eD9F5B4b
0xe2974ac15aab159db17738b06e1be0d7df72e74e,0.0,0x7Eb058182DF7eebd19f60E0e74C19158eD9F5B4b
0x09b3ed5392df96c5691a5c3e793acb4dc47d089e,-1.1368683772161603e-13,0x7Eb058182DF7eebd19f60E0e74C19158eD9F5B4b
0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0.0,0x7Eb058182DF7eebd19f60E0e74C19158eD9F5B4b
0x6a5c900a2ea9044d294456703110ea60acc4f315,0.0,0x7Eb058182DF7eebd19f60E0e74C19158eD9F5B4b
0xa16e2ca70a474cf3dafe1c07623a01e71ae5b0ed,49.5,0x7Eb058182DF7eebd19f60E0e74C19158eD9F5B4b
0x5ae9299d022c2b91be43faebe682cb788f034268,0.0,0x7Eb058182DF7eebd19f60E0e74C19158eD9F5B4b
0x461783a831e6db52d68ba2f3194f6fd1e0087e04,0.0,0x1d331AF430f6b161c1E4e5CC02124a619e625ac4
0x6eb3f5d9b8f83fef7411709e0dfb42da9d4a85da,0.0,0x1d331AF430f6b161c1E4e5CC02124a619e625ac4
0xd76224d26b01e9733a0e67209929b2eadff67d36,0.0,0x1d331AF430f6b161c1E4e5CC02124a619e625ac4
0xd558914fa43581584b460bba220f25175bbcf67a,0.0,0x1d331AF430f6b161c1E4e5CC02124a619e625ac4
0x935914ad4a126647af35378384d70c741892a5fa,0.0,0x1d331AF430f6b161c1E4e5CC02124a619e625ac4
0x07fdbf729e4d19c71c486c6a840fe919ee0e6219,0.000610178116858151,0x1d331AF430f6b161c1E4e5CC02124a619e625ac4
0x682c4184286415344a35a0ff6699bb8edabddc17,0.0,0x1d331AF430f6b161c1E4e5CC02124a619e625ac4
0x4b5e43712790de7c8eb1565af482eb848195193b,0.0,0x1d331AF430f6b161c1E4e5CC02124a619e625ac4
0x461783a831e6db52d68ba2f3194f6fd1e0087e04,0.0,0x2063492174502eD9aFae4d847f7f41736F8Ce346
0xd558914fa43581584b460bba220f25175bbcf67a,0.0,0x2063492174502eD9aFae4d847f7f41736F8Ce346
0x6eb3f5d9b8f83fef7411709e0dfb42da9d4a85da,0.0,0x2063492174502eD9aFae4d847f7f41736F8Ce346
0xd76224d26b01e9733a0e67209929b2eadff67d36,0.0,0x2063492174502eD9aFae4d847f7f41736F8Ce346
0x452543927c96f6fc1da2a784f3e86462d54f5c66,396.0,0x2063492174502eD9aFae4d847f7f41736F8Ce346
0x186e20ae3530520c9f3e6c46f2f5d1062b784761,0.0,0x2063492174502eD9aFae4d847f7f41736F8Ce346
0x461783a831e6db52d68ba2f3194f6fd1e0087e04,0.0,0x543D5F418941aBD43379bc3A0D1C3286f063B326
